sku,product_name,slug,role,file_name,folder,url,file_type,width,height,file_size_bytes,file_id,status
RF-RUN-002,ResoFlex Speedwork Running Waist Belt,rf-run-002,gallery_03,gallery-03.png,resoflex-run-belt,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-belt/gallery-03.png,PNG,469,384,301551,,verified
RF-RUN-002,ResoFlex Speedwork Running Waist Belt,rf-run-002,lifestyle,lifestyle.png,resoflex-run-belt,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-belt/lifestyle.png,PNG,469,384,301131,,verified
RF-RUN-002,ResoFlex Speedwork Running Waist Belt,rf-run-002,detail,detail.png,resoflex-run-belt,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-belt/detail.png,PNG,469,384,326762,,verified
RF-RUN-001,ResoFlex Lightweight Running Hydration Vest,rf-run-001,hero,hero.png,resoflex-run-vest,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-vest/hero.png,PNG,469,384,232888,,verified
RF-RUN-001,ResoFlex Lightweight Running Hydration Vest,rf-run-001,gallery_01,gallery-01.png,resoflex-run-vest,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-vest/gallery-01.png,PNG,469,384,244893,,verified
RF-RUN-001,ResoFlex Lightweight Running Hydration Vest,rf-run-001,gallery_02,gallery-02.png,resoflex-run-vest,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-vest/gallery-02.png,PNG,469,384,297962,,verified
RF-RUN-001,ResoFlex Lightweight Running Hydration Vest,rf-run-001,gallery_03,gallery-03.png,resoflex-run-vest,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-vest/gallery-03.png,PNG,469,384,304110,,verified
RF-RUN-001,ResoFlex Lightweight Running Hydration Vest,rf-run-001,lifestyle,lifestyle.png,resoflex-run-vest,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-vest/lifestyle.png,PNG,469,384,294736,,verified
RF-RUN-001,ResoFlex Lightweight Running Hydration Vest,rf-run-001,detail,detail.png,resoflex-run-vest,https://ik.imagekit.io/resofit808/assets/products/resoflex-run-vest/detail.png,PNG,469,384,335908,,verified
resoflex-station-gym,ResoFlex Commercial Station Gym Hub,resoflex-station-gym,hero,hero.png,resoflex-station-gym,https://ik.imagekit.io/resofit808/assets/products/resoflex-station-gym/hero.png,PNG,469,384,265338,,verified
resoflex-station-gym,ResoFlex Commercial Station Gym Hub,resoflex-station-gym,gallery_01,gallery-01.png,resoflex-station-gym,https://ik.imagekit.io/resofit808/assets/products/resoflex-station-gym/gallery-01.png,PNG,469,384,261777,,verified
resoflex-station-gym,ResoFlex Commercial Station Gym Hub,resoflex-station-gym,gallery_02,gallery-02.png,resoflex-station-gym,https://ik.imagekit.io/resofit808/assets/products/resoflex-station-gym/gallery-02.png,PNG,469,384,274325,,verified
resoflex-station-gym,ResoFlex Commercial Station Gym Hub,resoflex-station-gym,gallery_03,gallery-03.png,resoflex-station-gym,https://ik.imagekit.io/resofit808/assets/products/resoflex-station-gym/gallery-03.png,PNG,469,384,326937,,verified
resoflex-station-gym,ResoFlex Commercial Station Gym Hub,resoflex-station-gym,lifestyle,lifestyle.png,resoflex-station-gym,https://ik.imagekit.io/resofit808/assets/products/resoflex-station-gym/lifestyle.png,PNG,469,384,274740,,verified
resoflex-station-gym,ResoFlex Commercial Station Gym Hub,resoflex-station-gym,detail,detail.png,resoflex-station-gym,https://ik.imagekit.io/resofit808/assets/products/resoflex-station-gym/detail.png,PNG,469,384,289310,,verified
RF-TEX-SET-002,ResoFlex Men Technical Performance Compression Set,rf-tex-set-002,hero,hero.png,resoflex-tex-set,https://ik.imagekit.io/resofit808/assets/products/resoflex-tex-set/hero.png,PNG,469,384,244164,,verified
RF-TEX-SET-002,ResoFlex Men Technical Performance Compression Set,rf-tex-set-002,gallery_01,gallery-01.png,resoflex-tex-set,https://ik.imagekit.io/resofit808/assets/products/resoflex-tex-set/gallery-01.png,PNG,469,384,234676,,verified
RF-TEX-SET-002,ResoFlex Men Technical Performance Compression Set,rf-tex-set-002,gallery_02,gallery-02.png,resoflex-tex-set,https://ik.imagekit.io/resofit808/assets/products/resoflex-tex-set/gallery-02.png,PNG,469,384,251021,,verified
RF-TEX-SET-002,ResoFlex Men Technical Performance Compression Set,rf-tex-set-002,gallery_03,gallery-03.png,resoflex-tex-set,https://ik.imagekit.io/resofit808/assets/products/resoflex-tex-set/gallery-03.png,PNG,469,384,241066,,verified
RF-TEX-SET-002,ResoFlex Men Technical Performance Compression Set,rf-tex-set-002,lifestyle,lifestyle.png,resoflex-tex-set,https://ik.imagekit.io/resofit808/assets/products/resoflex-tex-set/lifestyle.png,PNG,469,384,305380,,verified
RF-TEX-SET-002,ResoFlex Men Technical Performance Compression Set,rf-tex-set-002,detail,detail.png,resoflex-tex-set,https://ik.imagekit.io/resofit808/assets/products/resoflex-tex-set/detail.png,PNG,469,384,350882,,verified
